region,sensitivity,specificity,PPV,NPV,subject
roiAD_8,99.99595992243052,62.65688901424341,90.33541370122997,99.97749774977498,C1
roiAD_8,99.96036036036035,62.84377658066346,91.366930171278,99.75247524752476,C10
roiAD_8,99.99651640771964,63.33570919458303,91.77670492694313,99.97749774977498,C11
roiAD_8,99.99653751601399,63.35377156708969,91.82829888712241,99.97749774977498,C12
roiAD_8,99.97475145968123,64.61762563729062,92.8780859672785,99.81998199819982,C13
roiAD_8,99.96112838738338,66.02086438152011,94.04419831774725,99.68496849684968,C14
roiAD_8,99.96922971725529,64.51847541460576,92.30089333627956,99.79747974797479,C15
roiAD_8,99.97378277153558,63.58555460017197,91.30806595060545,99.84248424842484,C16
roiAD_8,99.97724341955548,64.9020181339573,91.65507649513212,99.86498649864987,C17
roiAD_8,99.97722095671982,62.21786064769381,90.71618037135278,99.86498649864987,C18
roiAD_8,99.98302552960348,64.53911020645536,92.35183443085607,99.88748874887489,C19
roiAD_8,99.9850723988655,63.61031518624641,91.34051547797627,99.9099909990999,C2
roiAD_8,99.95474483046716,63.46319106273274,91.84045547594678,99.70747074707471,C20
roiAD_8,99.98741346758968,61.5693886039096,89.58051420838972,99.93249324932492,C21
roiAD_8,99.98688782534583,63.320022818026246,92.22349882082602,99.9099909990999,C22
roiAD_8,99.96930161166539,64.15858775864564,92.93133953541465,99.77497749774977,C23
roiAD_8,99.98805589839552,62.734849555021896,90.4943787835111,99.93249324932492,C24
roiAD_8,99.97054491899853,63.41672623302359,91.38702837332974,99.81998199819982,C25
roiAD_8,99.9711990783705,64.06182290914344,92.62333965844402,99.79747974797479,C3
roiAD_8,99.98687707096224,63.921681543334294,92.40214656034928,99.9099909990999,C4
roiAD_8,99.97987320116735,63.72774267662263,92.18706504593115,99.86498649864987,C5
roiAD_8,99.97664460879719,62.58637709772952,90.63768218230582,99.86498649864987,C6
roiAD_8,99.96833104613111,63.82213268096129,91.87039192859915,99.79747974797479,C7
roiAD_8,99.98993997518527,62.87696446269291,91.91738594327991,99.93249324932492,C8
roiAD_8,99.984853074825807,63.13993174061433,91.06083597737619,99.9099909990999,C9
