region,sensitivity,specificity,PPV,NPV,subject
w214_8,99.94986032519161,53.14408911246856,78.10366058435017,99.84248424842484,C1
w214_8,99.8859749144812,53.351012536162,80.29330889092576,99.5949594959496,C10
w214_8,99.91690104832523,53.11675857108607,79.98669532289428,99.70747074707471,C11
w214_8,99.934088321649,53.25564632388274,81.08318343137732,99.75247524752476,C12
w214_8,99.84830097087378,53.369565217391305,80.9952746603662,99.43744374437443,C13
w214_8,99.7278693773011,53.61894300012205,83.10360160071143,98.85238523852385,C14
w214_8,99.84775269742502,53.30359295876538,79.56955214432664,99.48244824482448,C15
w214_8,99.93022075615326,53.41607422581034,80.29461236556399,99.75247524752476,C16
w214_8,99.92683640620427,53.203743700503956,77.78790295022212,99.77497749774977,C17
w214_8,99.9114984001634,52.68727705112961,78.67059769498795,99.70747074707471,C18
w214_8,99.85589047676234,53.484995159728946,81.2249682524177,99.45994599459947,C19
w214_8,99.91139585605234,53.722114451988354,79.3407663996536,99.70747074707471,C2
w214_8,99.79348595704508,53.442424242424245,81.49272429411198,99.21242124212422,C20
w214_8,99.91551675584343,52.78075503155889,78.16269207468194,99.72997299729973,C21
w214_8,99.87376635299518,53.30922242314647,81.79895671789087,99.5049504950495,C22
w214_8,99.84282221446036,53.46810313521365,81.69087878066206,99.39243924392439,C23
w214_8,99.93577392421324,53.21574274058075,78.22152711836006,99.79747974797479,C24
w214_8,99.88518168310144,53.08153477218226,79.07710405304246,99.61746174617461,C25
w214_8,99.73402571084794,53.19637462235649,80.2619508714708,99.05490549054905,C3
w214_8,99.8975471584403,53.28598940779972,81.02849880236593,99.61746174617461,C4
w214_8,99.91776835979506,53.21244145550619,80.21531586431038,99.70747074707471,C5
w214_8,99.96331621423332,52.85782329125982,77.48521383075523,99.88748874887489,C6
w214_8,99.84660530879019,53.02230750779563,79.26196526895384,99.48244824482448,C7
w214_8,99.93162180642756,53.39034084066,80.59761355660284,99.75247524752476,C8
w214_8,99.89455647818637,53.131749460043196,79.51112043642468,99.63996399639964,C9
