region,sensitivity,specificity,PPV,NPV,subject
w214_1,98.47662263998055,56.84513115343155,77.13252094440213,96.18970409404135,C1
w214_1,95.43407780979827,68.93683702989392,80.4387429785942,91.85672984259557,C10
w214_1,98.2161753590325,58.78686166386957,79.07740993184032,95.40856031128405,C11
w214_1,0,96.99663623258049,0,83.50398179749715,C12
w214_1,5.787037037037037,95.32608695652173,20.533880903490758,82.90095578195567,C13
w214_1,12.64131551901336,96.89979250579763,49.2,82.36331569664902,C14
w214_1,97.79815076006896,59.76609597299253,78.90378050322417,94.63535700649103,C15
w214_1,96.95792345209556,62.296662248463676,78.94063804011307,93.35500180570602,C16
w214_1,75.34100596760443,84.82121430285578,73.64583333333333,85.93484074884512,C17
w214_1,99.71064416121254,53.650416171224734,78.78177562462577,99.07773386034255,C18
w214_1,96.63514578408196,60.854307841239105,79.12633888243644,92.17375366568915,C19
w214_1,99.91139585605234,53.722114451988354,79.3407663996536,99.70747074707471,C2
w214_1,90.3563255966002,76.88484848484849,81.30208844004314,87.75594908688434,C20
w214_1,95.127765064836,68.45301893533404,79.01948360525898,91.8357565106247,C21
w214_1,0,97.39602169981917,0,83.26290837885189,C22
w214_1,52.760736196319016,94.64955816487108,78.70905587668592,84.23831070889895,C23
w214_1,99.8928418345478,53.38372930165587,78.25721961047682,99.66397849462365,C24
w214_1,84.16060701865318,78.51318944844124,74.81731309724564,86.72847682119206,C25
w214_1,0,99.35951661631421,0,83.33671193999595,C3
w214_1,39.99186330349878,92.30861819932595,60.604192355117135,83.86920384951881,C4
w214_1,94.96470588235294,68.47604179176174,79.35509241053873,91.42215808882476,C5
w214_1,99.38309215536938,53.66753989045011,77.03069657615113,98.23452484742808,C6
w214_1,98.06804849432929,58.26337251139362,78.27444125358971,95.16160626836435,C7
w214_1,4.619076184763047,95.90509454414067,18.465227817745802,83.35601381764891,C8
w214_1,98.2209953224446,56.587473002159825,77.97528459243928,95.31123686337915,C9
