region,sensitivity,specificity,PPV,NPV,subject
roiAD_4,98.04613297150611,72.26061204343534,91.68111651511947,92.22462203023758,C1
roiAD_4,95.18674639741201,81.89679614403175,93.83002367492873,85.47122355378013,C10
roiAD_4,97.55661005661005,76.87811831789023,93.52727562951435,90.18394648829432,C11
roiAD_4,37.511230907457325,97.01982033366605,88.87706226716338,70.97851032756103,C12
roiAD_4,39.190031152647975,95.65914056809905,86.36155606407323,69.16271721958925,C13
roiAD_4,37.69045709703288,96.61698956780924,89.22638822971048,67.59461995620894,C14
roiAD_4,98.07200472162108,72.47599650858307,92.94477383749114,91.0453216374269,C15
roiAD_4,96.69076751946606,71.78274577242763,91.37576102667427,87.52402586056263,C16
roiAD_4,83.22622630765476,89.48522959929804,93.4337899543379,74.79525730350814,C17
roiAD_4,99.88529040645433,63.85812421141175,91.01773457370822,99.34569247546347,C18
roiAD_4,97.47092560140194,71.22710090142483,92.51852411915922,88.52547885796892,C19
roiAD_4,99.9850723988655,63.61031518624641,91.34051547797627,99.9099909990999,C2
roiAD_4,88.25798983988167,89.65912346032655,95.0024226483007,77.41775908978481,C20
roiAD_4,96.27767121157136,76.05711909053099,91.49177258843237,88.42682140554481,C21
roiAD_4,15.832842848734549,97.49001711351968,75.35014005602241,70.503300330033,C22
roiAD_4,66.92834890965732,96.03530603385907,95.14614703277236,71.43472177375956,C23
roiAD_4,99.98805589839552,63.144511936714224,90.58904159001551,99.93293091884641,C24
roiAD_4,83.30756083665662,88.42030021443888,92.66702878870178,75.09713453132588,C25
roiAD_4,1.9047619047619049,98.67109634551495,38.666666666666664,69.5762884497861,C3
roiAD_4,65.60881689018723,95.42182551108552,93.9532230462065,71.90279887177262,C4
roiAD_4,93.60932885222527,82.84032165422171,93.8962100316682,82.13268792710706,C5
roiAD_4,99.55725738901519,65.37864899167958,91.04504833120555,97.66168106172319,C6
roiAD_4,97.04139507322441,77.8097567995395,93.69814867791901,88.5522436947265,C7
roiAD_4,38.835814263497,96.55953560809854,87.79507785032646,71.24203488979421,C8
roiAD_4,97.70885355061988,71.4448236632537,91.74070417900624,90.57148007932216,C9
